date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NVDA,JPM,UNH,V,JNJ,HD,PG,MA,PEP,BAC,XOM,KO,LLY,AVGO,MRK,WMT,ABBV,COST,TMO,DIS,ADBE,CSCO,CRM,NFLX,INTC,ABT,CMCSA,MCD,DHR,TXN,AMD,NKE,PFE,UPS,QCOM,PM,AMGN,BA,LOW,CAT,MS,BKNG,GE,CVX,SPGI,USB,BLK,ISRG,CI,ZTS,AXP,TGT,GILD,DE,FDX,MDLZ,GM,ORCL,ADP,SCHW,MO,VRTX,SO,C,CL,AON,PLD,ETN,CB,WM,APD,D,TFC,ECL,ADI,LRCX,F,BSX,PSX,HCA,MAR,EMR,CTSH,ITW,TRV,MNST,AEP,KMB,MTD,HAL,ROK,KMI,HIG,AIG
2020-05-18,76.13,176.67,68.93,121.31,,54.24,8.05,78.71,272.59,184.7,130.81,217.57,102.75,281.86,117.13,20.25,36.13,38.57,148.96,7.94,65.1,35.53,74.53,278.8,342.8,115.42,367.97,38.69,171.27,452.58,53.42,82.62,33.42,160.25,140.75,99.47,54.59,85.76,30.27,80.51,71.73,52.53,199.57,135.44,106.78,103.86,34.29,1540.59,,75.23,298.81,26.57,,179.47,179.79,126.17,82.81,109.95,61.09,129.02,109.13,45.28,24.12,49.36,122.8,31.94,25.2,284.13,45.16,37.83,62.5,189.16,76.13,71.33,96.76,91.81,212.17,64.36,27.1,194.16,98.98,,4.2,36.42,62.63,101.66,90.97,50.57,49.3,146.81,85.47,33.31,,115.74,718.7,10.66,188.84,11.37,31.44,25.06
2020-05-19,75.69,175.44,68.39,122.47,215.86,53.87,8.1,77.16,268.59,182.75,129.51,211.15,99.41,282.66,113.86,19.61,35.01,38.2,147.77,7.89,63.33,34.77,74.31,280.52,338.66,112.97,372.2,38.3,174.79,451.04,53.75,80.74,33.52,160.02,138.05,97.96,55.47,86.2,29.96,80.79,70.07,52.73,194.64,130.44,106.91,101.2,33.48,1530.82,30.2133,72.85,298.3,25.79,443.29,177.0,178.18,128.97,81.73,108.74,59.11,127.38,105.1,44.32,24.01,48.61,119.83,30.8,24.88,282.28,44.46,36.8,61.64,187.91,74.24,69.57,93.72,90.59,209.58,63.54,25.67,190.7,97.15,24.67,4.19,35.43,61.76,99.98,88.1,49.93,47.96,143.77,83.65,33.58,64.21,113.67,714.06,10.32,186.5,11.26,30.63,24.33
2020-05-20,77.16,177.88,70.12,124.9,228.89,54.37,8.26,79.47,267.6,187.09,128.35,211.22,100.16,290.51,113.45,20.23,36.15,39.36,144.4,8.09,62.79,34.91,74.3,280.78,337.05,118.46,383.63,39.01,175.67,447.67,56.25,82.45,34.36,164.05,137.93,102.13,56.39,87.56,29.92,81.41,72.35,54.23,195.02,133.32,107.02,104.46,34.96,1581.86,31.235,75.6,301.09,26.65,449.96,184.1,174.92,128.01,84.98,105.62,60.38,133.15,107.14,44.2,24.78,49.13,121.34,31.45,25.32,284.62,45.5,37.66,62.72,187.65,76.38,71.02,96.09,91.62,212.92,63.47,26.8,191.85,104.68,25.57,4.34,37.18,64.25,102.45,90.05,50.92,48.96,147.07,85.69,34.71,64.72,115.0,735.56,11.06,189.64,11.48,31.22,24.69
2020-05-21,76.58,175.74,70.0,122.34,230.3,55.17,8.08,78.46,266.6,183.96,127.5,213.61,98.69,286.09,112.54,20.22,35.51,38.74,143.6,7.97,62.51,34.78,75.79,278.07,331.72,116.39,382.17,38.33,174.01,436.25,55.25,82.73,34.17,164.93,136.78,98.64,54.65,88.79,29.63,81.52,69.99,54.26,192.37,139.0,110.36,102.99,34.31,1578.42,31.527,74.82,297.98,26.54,449.76,181.98,175.3,125.12,84.14,104.78,60.06,133.61,106.0,43.78,25.09,48.49,120.03,31.01,25.16,284.63,44.67,37.27,62.54,185.79,75.75,71.34,103.87,91.14,209.14,63.35,26.56,189.9,101.42,24.58,4.45,34.79,63.3,104.02,88.76,50.42,48.2,146.27,88.95,34.18,64.4,115.51,723.0,11.09,187.52,11.27,33.1,25.37
2020-05-22,77.08,175.82,70.33,121.84,233.81,54.46,8.31,77.85,269.41,184.2,126.34,214.5,99.56,286.73,112.78,20.01,35.54,38.62,142.54,8.03,62.36,34.6,75.04,278.49,336.18,116.58,385.26,38.55,176.58,429.32,55.5,83.71,33.99,164.33,137.3,98.61,55.17,88.31,29.82,81.88,70.62,54.22,193.78,137.53,111.83,101.55,34.17,1613.66,31.1864,73.39,299.03,26.54,453.99,187.6,175.6,124.91,83.67,103.73,59.93,131.65,107.13,44.15,25.26,48.87,121.42,30.65,25.29,284.96,45.29,36.53,62.97,184.48,76.76,71.69,107.47,91.13,208.08,64.89,26.42,190.0,101.47,24.62,4.47,35.91,62.78,102.71,88.47,50.08,47.93,145.96,89.78,34.35,65.58,117.43,748.31,10.73,186.1,11.31,32.99,25.44
2020-05-26,76.55,173.96,70.73,121.09,231.11,54.59,8.02,83.38,274.01,186.47,126.5,215.03,99.05,294.91,112.15,21.44,36.58,39.53,139.53,8.18,63.09,34.47,73.91,280.68,328.58,119.47,376.63,38.5,175.26,414.77,55.57,81.89,34.67,164.71,137.58,100.61,53.19,91.01,29.81,82.17,70.01,55.51,190.33,144.73,113.06,106.01,37.2,1728.02,33.0839,75.84,300.14,28.88,463.13,187.03,182.03,125.24,88.35,101.64,59.8,138.5,114.28,44.06,26.64,49.01,125.07,32.21,25.66,266.5,45.36,39.9,61.8,187.45,78.92,74.65,108.68,93.6,211.15,65.14,28.72,193.87,102.97,25.11,4.62,36.19,64.84,105.0,92.23,53.13,49.61,154.29,92.7,34.51,66.53,114.29,766.0,10.99,198.72,11.59,34.43,27.31
2020-05-27,76.89,174.19,70.68,120.52,228.07,54.68,7.85,88.21,282.26,186.09,126.79,219.36,100.7,291.45,113.06,22.94,36.84,40.08,137.39,8.34,63.33,34.09,73.32,281.79,333.3,120.05,375.17,39.46,175.34,419.89,56.66,83.06,35.03,167.28,139.49,102.43,52.74,94.07,29.74,84.33,71.15,56.88,192.4,149.52,117.1,110.54,39.9,1680.36,35.4678,76.33,303.11,30.33,474.42,188.24,185.32,130.22,94.82,103.66,61.2,143.48,119.42,44.73,27.02,49.4,130.24,34.62,26.18,278.51,45.65,43.28,62.83,190.12,80.45,78.63,112.95,96.09,208.8,65.74,31.35,196.49,104.78,26.03,4.77,37.14,67.11,109.42,95.18,55.48,51.56,157.09,95.81,35.3,67.79,116.32,788.31,11.29,201.79,11.72,35.02,27.75
2020-05-28,76.92,173.8,70.57,120.05,224.4,53.72,7.81,86.89,282.45,187.48,128.61,217.39,102.62,293.91,114.34,21.95,35.89,40.38,142.06,8.21,64.54,34.42,73.36,285.06,338.63,115.33,379.83,39.14,179.81,413.44,55.0,84.29,34.7,168.18,142.25,100.73,51.74,92.75,30.36,84.42,70.09,56.57,191.81,149.82,117.2,109.02,37.8,1631.16,32.9865,73.87,306.35,29.43,474.81,190.8,186.35,132.59,91.85,104.56,61.55,143.3,120.08,45.67,25.94,49.79,130.36,33.62,26.01,277.38,47.23,40.72,64.16,190.94,81.58,77.58,113.63,98.11,213.7,67.46,30.28,200.34,101.93,25.16,4.62,37.47,64.5,105.67,89.04,54.71,50.02,154.12,96.5,35.44,70.84,118.32,792.4,11.21,199.18,11.54,34.99,27.41
2020-05-29,76.85,175.57,71.33,122.12,224.03,55.67,8.17,84.68,283.27,188.42,130.17,220.35,102.49,292.54,113.7,21.3,36.23,40.03,144.23,8.45,65.91,34.52,75.51,284.06,345.0,115.87,386.6,41.06,173.55,419.73,56.1,86.87,34.74,167.14,144.54,103.23,53.8,93.09,30.36,84.41,72.58,56.46,196.58,145.85,119.24,108.47,37.63,1621.69,31.9648,74.54,312.32,28.66,467.56,193.34,183.33,133.82,89.05,108.0,63.6,142.32,119.54,46.3,25.16,49.93,131.88,33.52,26.18,287.96,47.36,39.68,64.38,189.26,80.22,77.37,112.01,98.34,214.57,68.52,29.19,201.45,103.76,25.8,4.51,37.99,64.26,102.91,85.99,54.7,49.37,153.72,95.95,35.96,70.96,118.86,795.0,10.88,198.96,11.59,34.43,26.47
2020-06-01,77.79,175.17,71.4,123.55,230.82,59.87,8.1,85.8,284.27,187.56,128.81,219.29,103.67,293.04,114.95,21.73,36.88,40.3,143.76,8.41,64.97,34.5,73.9,283.89,345.14,117.32,389.68,39.75,175.11,425.92,55.15,85.12,35.25,168.12,143.48,102.46,53.63,94.0,28.19,84.05,71.55,56.79,194.19,151.39,118.3,108.8,38.06,1652.66,32.8892,75.43,314.51,29.58,476.04,191.53,184.05,132.81,90.62,105.5,61.42,139.54,118.76,46.42,26.19,49.27,131.04,34.08,26.26,286.64,47.88,40.96,64.73,188.49,82.15,77.15,109.82,97.66,215.41,69.23,30.21,198.1,103.6,25.55,4.64,37.5,64.72,104.77,92.34,54.14,49.23,152.63,97.9,36.3,71.7,118.72,803.43,11.15,197.59,11.57,34.95,26.9
2020-06-02,78.15,177.16,71.77,123.62,231.63,58.77,8.12,86.09,284.62,189.5,129.73,224.1,104.38,295.17,114.64,21.94,37.7,40.22,145.09,8.65,66.01,34.49,74.18,282.78,345.89,117.3,390.44,40.26,172.99,427.31,55.38,84.77,35.78,168.28,144.85,106.64,53.54,95.13,28.75,85.65,75.94,56.74,191.46,153.31,120.73,111.35,38.81,1637.1,34.3002,76.97,314.58,29.52,478.79,193.27,187.03,135.83,92.8,104.93,59.86,143.1,122.88,46.39,26.65,49.48,133.47,34.67,26.58,284.27,48.13,42.11,64.48,187.23,83.69,78.02,111.79,98.97,217.81,69.5,29.85,201.03,107.29,25.59,4.66,37.54,66.97,104.95,92.9,54.81,49.65,153.56,99.56,36.04,71.57,119.37,823.6,11.79,200.27,11.65,36.34,27.73
2020-06-03,78.58,177.59,71.62,123.92,229.08,58.86,8.07,90.73,283.73,190.0,130.08,223.91,104.8,298.55,114.8,22.95,39.23,41.08,143.83,8.98,67.01,34.36,74.06,282.37,343.02,120.69,389.92,40.3,173.75,421.97,55.21,83.65,36.23,173.39,147.17,110.59,52.73,98.31,28.75,87.74,76.06,57.11,189.14,173.16,121.52,114.75,39.94,1707.3,35.8084,79.0,320.36,31.18,484.43,191.49,187.08,136.83,98.73,107.47,60.8,148.15,126.43,46.28,28.27,49.67,136.56,36.88,26.95,277.01,48.72,44.18,63.77,191.21,85.32,81.4,116.15,101.53,220.61,69.7,31.72,209.29,111.72,27.05,4.89,37.91,68.75,103.91,97.07,56.4,51.56,159.06,102.67,36.26,72.41,119.04,838.0,12.16,202.77,11.85,37.84,29.28
2020-06-04,77.91,175.25,70.38,123.03,225.23,57.63,8.22,92.62,276.98,186.88,128.4,222.09,102.61,293.01,113.73,23.82,39.12,41.1,142.12,8.96,66.59,33.98,75.81,286.16,343.97,122.18,385.8,40.23,170.22,414.33,56.14,80.77,36.22,173.35,146.44,111.78,52.63,95.64,28.63,87.36,77.81,57.87,189.03,184.3,117.71,116.44,41.45,1723.79,37.6572,78.27,314.6,32.3,486.31,188.08,188.04,134.9,99.79,105.91,63.36,150.76,127.46,45.57,28.35,49.08,135.02,38.91,27.3,272.82,48.09,46.09,62.97,190.26,81.84,83.83,123.57,99.98,216.63,69.23,33.23,210.37,112.42,27.52,5.19,37.42,68.26,102.97,101.85,56.59,51.79,159.3,105.83,35.46,70.26,116.61,840.66,12.26,204.78,11.91,39.82,31.01
2020-06-05,80.12,179.35,71.66,124.15,229.69,59.04,8.36,96.79,289.77,192.64,128.9,227.39,104.62,303.23,115.36,25.0,42.29,42.1,140.7,9.2,67.17,33.83,76.47,287.34,349.95,123.3,392.9,41.06,172.64,419.6,57.36,82.24,36.93,176.86,150.29,114.27,53.1,96.99,28.62,90.28,80.08,58.42,193.13,205.43,119.81,122.01,42.17,1793.04,38.3383,81.95,320.35,34.15,495.51,197.59,194.63,135.38,102.78,107.3,62.72,155.98,130.21,46.67,29.76,50.13,144.16,39.97,28.09,265.69,48.51,48.75,64.44,192.39,83.91,86.96,129.21,103.88,220.72,68.68,35.17,217.54,114.45,28.75,5.8,38.83,71.76,111.25,104.9,60.15,53.86,163.0,111.54,36.12,71.18,117.93,859.54,13.49,209.29,12.27,41.97,32.02
2020-06-08,80.6,180.47,72.06,126.2,230.31,63.33,8.25,98.72,287.57,192.63,128.44,229.06,105.26,301.8,115.16,25.38,43.62,42.75,140.7,9.21,67.69,33.74,77.07,282.88,345.68,125.73,397.78,41.32,175.29,419.49,56.76,84.71,37.83,181.79,148.8,115.5,52.97,98.48,29.09,93.5,82.63,59.8,193.2,230.5,119.66,124.35,42.7,1821.0,41.1602,83.92,319.01,35.07,496.22,197.57,200.53,135.65,106.47,108.04,62.9,157.94,136.78,47.63,29.83,51.17,145.08,39.04,28.71,265.01,50.02,50.72,65.43,190.28,85.72,87.18,129.24,105.11,221.61,70.4,36.8,218.06,113.64,28.06,5.95,39.11,73.67,113.63,109.93,62.15,54.57,160.65,114.8,35.2,73.18,117.63,848.66,15.24,207.62,13.19,41.94,34.73
2020-06-09,83.14,181.84,72.26,130.04,237.55,62.71,8.48,96.19,287.32,192.13,127.73,229.05,104.63,302.85,115.82,25.1,42.65,42.02,140.63,9.15,67.17,33.77,78.36,281.37,343.48,122.38,397.16,41.25,173.32,434.05,56.2,82.62,36.98,178.98,147.01,114.86,56.39,96.91,28.79,91.28,81.16,58.22,192.47,216.74,118.53,121.17,42.91,1758.74,39.0195,82.53,314.81,33.94,496.87,194.84,199.29,133.25,103.47,106.58,63.4,154.2,132.48,47.04,29.03,50.31,141.97,37.51,28.27,270.85,49.26,49.28,65.22,186.71,85.33,86.95,126.48,103.0,222.75,69.95,35.46,214.84,113.35,28.5,5.72,38.26,70.34,111.67,104.28,60.52,53.27,158.69,113.24,35.22,71.51,117.34,815.48,14.34,202.53,12.69,40.45,33.24
2020-06-10,85.28,188.59,72.89,132.37,235.62,68.34,8.78,92.29,284.1,193.48,129.34,226.99,105.42,304.46,116.83,23.66,40.36,41.7,142.39,9.14,66.77,33.72,78.95,283.01,348.56,120.69,406.82,40.71,180.8,434.48,56.94,84.35,36.29,175.64,149.82,114.23,57.44,96.43,28.56,90.27,82.3,57.83,194.37,203.41,119.01,119.59,41.45,1714.56,37.0247,79.32,318.24,31.7,496.87,195.13,194.18,134.32,99.44,105.95,62.98,150.63,128.55,47.18,27.95,50.25,140.48,35.59,28.03,274.34,49.13,46.27,66.19,185.64,84.52,83.82,120.31,101.22,220.08,70.89,32.95,214.08,112.88,28.41,5.38,37.49,69.24,105.98,99.71,59.05,53.59,155.54,109.23,35.22,71.06,117.28,812.61,13.48,200.78,12.42,38.58,30.96
2020-06-11,81.19,178.46,69.76,127.9,223.38,64.86,8.25,84.59,263.64,182.28,123.28,213.63,102.79,283.17,111.35,21.28,36.8,39.06,135.87,8.52,63.16,33.42,75.17,277.02,332.4,111.27,387.67,37.49,170.83,425.56,53.22,80.34,34.43,168.21,143.06,108.33,52.83,89.87,26.48,85.05,75.98,54.84,187.34,170.0,113.38,109.75,37.95,1571.19,33.8136,72.65,295.04,29.13,467.63,182.61,177.98,125.82,92.36,104.19,60.05,141.36,117.94,44.89,25.77,47.65,129.49,33.76,26.34,263.89,46.55,40.08,65.06,173.6,79.7,77.58,111.55,95.54,206.96,68.45,29.75,191.93,106.24,26.63,4.85,35.05,61.58,97.33,88.85,54.2,49.99,147.22,99.82,33.9,68.06,115.98,761.57,11.41,189.66,11.38,35.15,27.84
2020-06-12,81.89,179.87,70.31,127.25,227.51,62.35,8.37,86.9,264.96,185.55,124.4,216.29,102.23,289.53,112.36,22.04,37.59,39.46,135.36,8.71,62.82,32.77,75.34,275.06,335.9,114.08,406.54,38.7,173.86,418.07,52.89,81.47,34.62,169.7,146.08,107.77,53.5,91.06,26.83,85.91,77.08,54.2,186.48,189.51,115.31,111.2,39.4,1606.36,35.2732,75.1,304.53,30.24,469.25,186.14,176.55,128.71,95.24,103.21,60.35,144.99,121.52,45.07,27.19,48.16,133.13,34.13,26.8,268.56,46.61,43.28,64.79,174.85,82.81,78.38,115.45,96.18,208.7,67.75,31.33,193.37,108.77,26.83,5.11,35.35,63.44,96.8,89.64,54.99,51.05,147.02,102.33,34.15,68.09,115.11,764.42,11.88,191.62,11.37,36.0,29.4
2020-06-15,82.9,181.02,70.7,128.63,231.41,66.06,8.6,88.1,266.01,185.06,123.61,215.31,103.17,288.92,113.65,22.37,37.56,40.07,133.45,8.82,60.95,32.86,75.84,273.66,336.95,115.65,401.34,38.94,177.34,425.5,53.58,81.96,34.94,169.98,148.83,108.0,54.68,92.39,26.52,89.43,78.12,55.57,188.09,190.94,116.85,111.61,40.36,1632.82,35.2246,74.16,307.16,31.26,483.49,190.43,173.86,127.97,97.37,104.31,60.98,145.46,122.4,45.5,27.0,49.45,133.38,34.21,27.61,267.77,46.82,43.88,64.88,176.92,83.26,79.0,118.68,96.74,210.45,68.49,31.61,189.86,108.86,27.45,5.14,35.87,62.07,99.67,88.22,55.82,50.93,147.03,103.7,34.4,68.06,117.79,773.79,12.11,193.73,11.63,36.74,29.53
2020-06-16,85.1,185.46,71.98,130.76,234.54,65.48,8.5,88.81,272.26,186.15,126.42,222.98,104.45,296.03,114.69,22.94,38.41,40.47,154.38,9.01,63.38,33.3,78.27,277.51,343.28,116.99,411.67,39.91,179.2,436.13,53.85,82.13,34.87,170.73,151.74,109.63,54.46,93.52,26.56,89.59,80.95,57.46,194.16,197.77,120.51,117.48,41.34,1655.64,36.3436,76.44,312.24,31.71,490.05,191.69,179.33,130.8,98.93,105.25,61.52,148.11,124.1,46.71,27.01,50.69,137.45,34.47,28.14,273.77,46.65,45.1,65.45,178.86,85.48,81.05,119.83,97.86,211.36,69.2,32.6,195.88,112.7,28.92,5.18,36.7,63.26,100.37,91.32,56.89,51.58,150.99,104.87,34.75,67.92,119.09,784.05,12.57,196.73,11.72,37.31,29.62
2020-06-17,84.98,186.1,72.28,132.05,234.43,66.12,8.66,86.56,271.88,186.8,126.03,223.78,104.27,295.33,114.77,22.23,37.16,40.31,150.85,9.09,62.82,33.13,78.01,275.9,345.88,116.21,413.49,39.64,180.11,447.77,53.93,83.19,34.41,171.15,152.98,109.73,54.55,93.68,26.68,90.57,81.33,57.02,193.39,192.54,124.09,115.78,40.66,1620.52,35.2246,74.41,313.57,31.04,494.35,192.83,178.2,131.32,97.38,104.42,60.81,145.5,124.21,46.83,26.41,47.84,136.45,34.23,27.99,280.09,46.51,43.9,65.7,184.44,85.3,80.96,119.14,97.86,210.84,68.57,31.97,194.77,112.56,29.7,5.0,36.89,59.84,95.4,88.55,56.11,51.69,153.7,103.67,34.77,68.47,120.28,782.37,12.04,195.01,11.51,36.93,28.72
2020-06-18,85.01,188.09,71.36,132.7,234.83,66.93,8.64,86.09,270.84,187.14,125.5,222.32,105.46,296.39,115.66,22.27,37.39,40.67,151.89,9.25,62.76,32.84,78.41,275.86,343.49,116.93,420.46,39.35,186.32,449.87,53.56,82.62,34.6,169.98,152.69,109.52,54.04,92.97,26.43,91.07,81.32,57.41,197.11,192.29,123.08,115.21,40.51,1610.74,35.4192,74.74,314.04,31.09,495.73,195.18,176.51,131.91,95.69,103.56,61.04,144.9,126.71,47.17,26.34,49.86,137.4,34.43,28.41,279.19,46.56,43.93,65.52,183.54,83.88,79.76,119.81,96.88,211.42,68.88,32.14,194.94,112.81,29.8,5.0,36.68,62.6,96.36,90.12,55.03,51.13,151.97,104.78,34.85,68.07,120.58,782.74,12.26,192.98,11.57,37.06,28.89
2020-06-19,84.53,186.97,70.89,133.75,237.67,66.73,8.68,85.11,271.79,185.49,125.87,220.03,105.14,288.27,114.35,22.45,36.64,39.83,150.82,9.78,64.14,33.35,78.8,276.16,348.72,112.95,428.01,38.91,185.62,453.72,53.15,82.99,34.3,167.36,150.04,108.57,54.23,90.45,26.57,91.23,80.31,56.45,204.28,187.02,122.43,115.09,39.96,1609.32,34.7867,73.67,311.08,31.33,494.48,195.84,177.83,131.91,94.55,106.44,63.87,144.9,126.02,46.69,25.85,50.52,134.93,34.23,27.87,293.27,44.49,43.83,65.3,179.5,81.04,81.41,118.24,94.22,209.11,66.59,31.22,189.72,110.4,29.84,4.93,36.59,61.33,93.89,87.14,55.56,50.45,152.31,105.24,35.04,66.35,121.9,795.24,12.12,192.49,11.39,35.95,28.3
2020-06-22,86.74,192.16,72.19,135.69,238.1,66.29,8.93,84.19,273.12,188.15,125.48,222.27,104.11,295.99,114.15,21.89,36.99,39.58,151.3,10.13,63.19,33.86,79.26,276.67,348.16,114.51,438.64,38.77,190.29,468.04,53.57,82.68,33.72,168.16,151.68,108.87,54.76,93.97,26.33,90.5,80.6,56.33,200.42,188.52,123.24,113.58,40.34,1615.85,34.2515,74.45,313.61,30.81,492.56,196.32,176.88,131.47,93.14,108.09,62.38,144.61,125.79,46.51,25.64,51.19,136.27,34.0,27.43,293.2,45.37,43.12,65.06,181.41,81.65,79.35,117.71,96.01,209.97,67.83,31.37,191.53,110.69,29.56,4.96,35.97,61.09,94.65,87.62,55.07,50.16,153.04,104.94,35.13,67.11,120.29,785.16,12.1,193.8,11.45,35.19,28.28
2020-06-23,88.59,193.45,72.85,138.22,241.1,66.79,8.86,85.22,277.72,191.06,125.02,223.3,104.09,298.36,114.42,22.05,37.21,39.5,150.26,10.06,63.5,33.69,79.29,277.44,352.77,115.17,440.55,39.04,187.71,466.26,53.42,83.56,34.39,167.41,152.33,110.08,53.99,96.24,26.06,93.64,80.8,55.9,201.76,187.88,122.84,114.0,40.77,1658.96,34.0569,74.33,315.73,31.12,493.84,196.17,178.67,132.59,93.12,107.27,61.87,144.05,127.34,46.13,25.52,51.25,136.31,33.5,27.63,295.8,44.21,43.86,64.9,181.63,80.67,79.39,119.56,96.16,212.29,67.47,31.78,189.78,113.22,29.91,4.86,36.25,61.33,95.38,88.05,55.42,51.42,153.82,104.91,35.09,67.38,119.02,798.0,12.08,192.08,11.33,35.53,28.51
2020-06-24,87.03,189.55,71.29,136.72,232.92,64.06,8.66,82.37,269.86,184.73,122.36,219.57,102.93,285.85,112.85,21.17,35.46,38.64,148.08,9.92,62.47,33.48,77.52,274.43,344.01,110.7,431.68,38.42,184.23,457.85,52.68,79.9,33.83,165.32,148.75,107.79,52.39,94.51,25.59,92.7,80.61,54.8,198.99,176.69,120.73,110.21,39.97,1592.91,31.7702,71.24,305.55,29.72,479.52,184.99,170.92,128.93,89.43,105.7,62.6,140.8,123.69,44.99,24.58,50.56,131.16,31.55,27.01,291.18,43.47,42.08,64.11,180.21,79.22,76.56,116.6,93.85,207.01,67.29,29.89,186.8,109.75,28.94,4.7,33.85,57.47,90.23,82.59,53.45,50.12,150.66,101.9,34.04,67.18,116.77,784.04,11.02,188.71,10.87,34.05,26.96
2020-06-25,88.18,191.94,71.71,137.73,234.57,65.73,8.9,85.24,276.43,187.21,122.23,218.9,104.23,289.74,114.46,21.98,35.99,38.88,153.58,9.98,63.05,33.31,79.03,276.74,347.76,110.0,436.95,38.82,187.0,465.91,52.16,82.02,33.84,163.95,149.53,108.72,51.93,95.75,25.7,93.56,80.45,55.26,201.21,174.88,120.54,112.61,41.54,1597.92,32.5,72.52,315.01,30.67,487.0,185.04,172.33,129.9,91.65,105.78,62.24,144.5,124.62,45.16,24.53,50.64,133.53,31.81,27.17,295.15,42.53,43.63,64.65,186.8,80.69,77.89,118.8,94.79,210.7,66.12,30.6,186.19,110.33,29.59,4.77,33.89,57.53,89.86,81.66,54.1,51.78,152.38,103.49,34.53,66.01,117.52,785.38,11.55,191.63,10.98,34.5,27.81
2020-06-26,85.47,188.1,67.8,134.64,215.07,63.98,8.58,80.57,267.72,182.66,120.6,215.0,101.88,281.31,112.3,20.59,34.76,37.71,153.55,9.93,61.91,32.93,78.33,273.09,346.96,107.77,426.92,39.76,181.87,443.4,51.26,81.19,33.91,161.24,149.15,107.25,50.1,88.45,25.47,90.85,79.6,53.85,199.27,170.01,118.38,110.51,40.06,1524.58,31.5742,70.28,309.04,29.07,476.21,183.28,171.94,127.36,87.5,103.31,61.48,139.44,119.68,44.49,23.78,50.31,131.05,29.64,26.16,286.14,42.26,41.06,63.66,182.61,79.24,77.91,114.55,95.18,209.57,64.93,28.53,182.13,108.28,28.64,4.67,33.28,55.89,89.03,78.64,53.67,51.43,149.59,100.22,33.95,64.93,115.91,772.3,11.09,188.93,10.62,33.67,26.43
2020-06-29,87.44,190.12,69.53,134.02,219.61,67.29,8.62,80.93,270.4,184.7,121.67,219.56,104.03,284.8,114.17,20.8,35.31,38.39,153.44,10.01,62.68,33.13,78.58,277.72,346.82,110.16,424.2,39.62,182.03,447.24,51.95,81.46,34.16,163.98,149.73,108.47,50.28,90.53,25.95,92.68,80.49,55.13,198.17,194.49,122.14,113.09,40.22,1575.99,33.1335,71.27,308.74,29.65,474.45,184.59,174.25,126.71,88.53,104.68,61.47,144.55,123.79,45.19,24.6,50.85,132.56,30.57,26.87,285.18,42.79,41.65,64.47,180.88,80.42,79.2,116.16,95.88,211.87,65.68,29.16,185.8,109.31,29.2,4.75,34.65,56.37,92.61,84.14,55.02,52.62,152.86,101.94,34.56,66.24,118.08,785.24,11.54,192.06,10.76,34.47,27.3
2020-06-30,88.17,194.98,70.57,137.94,226.0,71.99,8.9,81.85,275.25,186.43,123.07,223.48,105.72,287.49,115.2,21.12,35.63,38.67,154.82,10.2,63.67,33.33,80.0,279.21,358.22,110.15,435.31,40.04,186.0,455.04,53.34,83.68,34.4,165.48,153.59,110.38,52.61,92.59,26.0,94.12,82.48,54.78,201.85,183.3,123.61,114.22,41.12,1575.12,33.2796,72.54,316.61,30.03,484.44,189.94,174.34,131.56,89.17,105.88,63.43,147.78,129.0,45.68,24.6,51.33,134.83,31.5,26.88,290.31,43.03,42.32,65.21,185.08,82.33,79.72,117.01,98.05,215.61,66.15,29.8,188.96,112.66,30.62,4.81,35.11,59.03,93.44,83.3,55.6,52.93,156.85,102.98,34.66,66.29,119.69,805.55,12.06,196.05,11.13,34.67,27.74
2020-07-01,88.01,196.12,71.76,143.94,236.44,74.64,8.93,81.15,277.84,187.01,122.85,221.37,106.08,292.81,115.29,20.69,34.83,38.79,153.99,10.1,64.32,33.31,80.78,280.63,355.68,111.63,439.81,39.55,190.52,485.64,52.43,83.87,35.04,165.65,153.88,108.5,52.58,91.98,26.83,96.86,81.19,54.72,218.34,180.32,124.07,113.82,40.53,1640.85,32.8411,71.23,321.45,29.35,484.64,191.85,176.99,131.71,88.49,105.03,62.71,147.5,144.13,45.64,24.27,51.53,135.03,30.83,26.88,286.28,43.87,41.7,65.0,183.68,83.94,79.37,116.12,97.29,217.65,67.1,28.9,190.19,110.57,30.05,4.73,35.28,56.74,94.42,84.16,54.87,52.56,154.69,101.58,34.52,68.26,120.14,804.79,11.59,193.75,10.94,33.9,26.32
2020-07-02,88.01,197.61,73.15,144.52,232.33,80.58,9.01,81.42,278.34,188.84,123.36,221.68,106.88,294.03,115.72,20.71,35.12,38.84,154.53,10.19,64.87,33.18,80.57,281.54,361.73,110.81,442.95,39.48,191.16,476.89,52.71,84.41,34.64,164.63,156.07,109.37,52.34,92.95,27.44,96.81,83.08,55.09,221.01,180.81,124.15,115.32,40.69,1651.92,33.2309,71.79,320.23,29.27,491.27,193.49,176.98,132.16,88.76,105.17,62.94,148.49,143.04,46.01,24.54,51.95,136.32,31.17,26.99,291.1,43.81,41.87,65.22,183.98,84.29,80.41,116.04,97.18,220.93,67.38,28.91,190.82,111.37,30.64,4.78,35.38,56.18,94.31,85.31,55.26,52.24,156.63,101.54,34.63,68.69,121.25,814.7,11.68,194.2,11.09,33.72,26.62
