date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NVDA,JPM,UNH,V,JNJ,HD,PG,MA,PEP,BAC,XOM,KO,LLY,AVGO,MRK,WMT,ABBV,COST,TMO,DIS,ADBE,CSCO,CRM,NFLX,INTC,ABT,CMCSA,MCD,DHR,TXN,AMD,NKE,PFE,UPS,QCOM,PM,AMGN,BA,LOW,CAT,MS,BKNG,GE,CVX,SPGI,USB,BLK,ISRG,CI,ZTS,AXP,TGT,GILD,DE,FDX,MDLZ,GM,ORCL,ADP,SCHW,MO,VRTX,SO,C,CL,AON,PLD,ETN,CB,WM,APD,D,TFC,ECL,ADI,LRCX,F,BSX,PSX,HCA,MAR,EMR,CTSH,ITW,TRV,MNST,AEP,KMB,MTD,HAL,ROK,KMI,HIG,AIG
2024-08-20,225.72,422.33,166.58,178.88,525.34,221.1,127.22,210.82,573.93,266.64,156.44,360.85,167.35,467.07,171.53,37.99,111.61,67.89,944.83,164.47,112.49,73.99,191.01,872.93,613.17,89.34,562.25,49.19,260.72,698.54,20.99,109.17,39.05,280.66,270.67,198.05,156.4,82.35,27.47,125.52,169.42,115.35,320.5,172.1,237.02,339.19,98.54,3680.28,169.1478,141.66,495.2,42.3,847.06,483.21,338.2,182.0,251.0,139.39,72.93,368.58,284.07,69.49,45.65,138.02,260.47,64.2,48.61,487.37,85.36,59.87,101.4,334.79,121.09,293.31,269.42,205.89,268.5,54.36,40.77,240.77,220.72,85.5,10.22,78.48,130.06,373.05,222.13,101.82,74.91,239.11,214.3,46.71,94.95,140.53,1430.93,30.52,263.02,20.35,109.47,72.72
2024-08-21,225.61,421.67,165.25,180.11,533.74,223.27,128.47,210.9,571.38,266.8,157.68,363.98,167.1,465.95,170.91,38.05,110.9,68.07,946.82,164.3,113.36,74.69,191.38,878.13,608.81,90.32,565.79,49.4,259.98,697.12,21.41,109.78,38.96,284.67,270.11,203.75,157.81,82.78,27.59,124.56,171.5,116.34,321.08,173.43,239.03,338.86,98.45,3715.57,170.3518,142.27,496.31,42.27,849.15,487.42,338.0,181.31,244.27,155.0,73.3,372.99,287.1,69.61,46.22,139.04,263.72,63.93,48.96,486.11,86.12,59.11,101.81,336.13,121.4,296.73,269.46,207.16,270.56,54.46,40.61,244.72,224.68,86.54,10.38,78.81,131.52,374.4,223.51,102.71,76.06,242.3,214.2,47.01,95.31,140.86,1431.83,30.65,263.16,20.29,109.72,73.18
2024-08-22,223.74,413.13,163.21,176.13,530.52,210.66,123.71,212.89,572.03,266.54,158.58,358.97,167.09,466.77,171.42,38.53,111.76,67.84,949.01,160.89,113.87,75.03,191.23,874.29,602.52,89.52,557.44,49.17,257.49,688.96,20.1,110.48,38.44,284.18,266.85,199.25,151.7,82.2,27.36,123.53,166.36,116.44,316.58,172.76,237.0,338.26,98.32,3745.48,168.8393,142.68,496.05,42.74,851.26,490.43,342.02,180.58,245.72,152.63,74.05,372.53,289.82,69.34,46.12,136.94,265.23,63.63,48.98,479.89,84.98,59.01,102.28,337.69,122.88,294.75,270.24,207.89,269.49,54.49,40.4,244.4,219.16,82.81,10.45,79.58,130.81,380.81,223.12,103.04,75.71,241.53,215.13,46.48,95.59,140.88,1423.44,30.59,260.66,20.32,110.25,73.59
2024-08-23,226.05,414.36,165.02,177.04,526.6,220.32,129.34,214.54,577.75,266.04,160.31,369.03,166.13,464.4,171.55,39.05,113.31,68.29,947.59,164.87,113.92,75.14,192.38,875.93,604.77,90.16,558.3,49.68,262.87,686.73,20.54,111.06,38.84,284.48,268.49,205.23,154.98,82.83,27.47,124.63,170.79,116.48,320.74,174.96,246.63,344.24,99.62,3807.59,170.3717,144.53,497.91,43.9,868.58,486.55,349.44,179.32,249.23,154.27,74.85,377.07,292.68,69.73,48.22,138.04,265.45,63.75,49.56,481.24,84.7,60.68,102.53,334.88,125.68,297.03,273.45,207.75,270.89,54.52,42.3,245.39,225.55,83.97,10.79,79.17,132.98,386.44,224.25,103.32,76.12,242.66,219.04,46.65,95.55,139.92,1435.94,31.19,268.54,20.59,111.2,74.14
2024-08-26,226.38,411.08,165.56,175.5,519.74,213.21,126.43,215.39,580.34,266.81,160.78,367.57,167.29,466.59,171.65,39.19,115.73,69.32,945.39,158.19,113.6,75.47,192.27,889.18,604.24,91.38,559.44,49.73,264.15,688.44,20.13,111.07,39.26,283.66,267.09,203.63,149.99,83.06,27.49,125.89,166.84,117.55,318.77,173.48,247.05,346.95,100.05,3775.1,170.3717,145.39,499.33,44.12,868.88,479.19,349.39,179.98,251.79,154.66,75.08,378.96,292.74,69.89,48.4,137.75,267.17,63.84,49.81,482.64,85.06,60.34,103.4,335.79,125.72,293.97,272.99,206.6,273.74,54.57,42.66,245.23,222.81,81.15,10.63,79.47,132.85,386.16,223.66,103.58,76.25,244.24,219.99,47.28,96.3,140.44,1422.02,31.3,265.69,20.73,111.6,73.44
2024-08-27,227.23,411.43,164.08,173.12,517.73,209.21,128.27,216.38,580.56,269.31,160.37,366.66,166.21,472.91,170.99,38.95,114.63,69.96,949.32,159.95,113.82,75.57,190.79,905.51,609.04,90.5,567.82,49.65,263.07,695.72,20.07,111.47,39.25,284.6,267.84,206.02,150.5,84.05,27.4,124.56,171.21,118.67,318.92,173.05,245.15,346.91,99.81,3858.16,170.1429,143.87,503.6,44.23,871.82,482.35,349.34,180.51,252.93,154.44,75.12,371.93,290.43,69.75,48.89,137.34,270.45,63.28,50.09,480.3,84.32,60.24,104.22,338.3,125.76,293.1,274.55,206.98,272.91,54.1,42.37,246.8,228.96,81.3,10.66,79.83,132.01,387.83,226.6,102.55,76.59,244.89,220.83,47.59,95.83,139.85,1422.59,31.05,260.95,20.7,112.03,73.26
2024-08-28,225.7,408.21,162.26,170.8,515.41,205.75,125.58,217.47,581.73,267.78,161.32,366.18,166.02,469.74,169.65,39.22,113.5,70.21,943.81,156.77,114.7,75.52,190.28,884.74,611.78,89.1,560.54,48.81,257.79,683.84,19.61,111.27,38.95,282.05,265.09,203.13,146.36,81.59,27.33,123.87,169.16,118.83,321.42,170.71,245.51,344.03,99.93,3874.85,171.0185,142.94,503.48,44.62,874.31,482.21,353.33,181.32,254.97,152.67,76.65,373.88,291.64,69.75,48.69,136.74,268.48,63.35,50.29,489.73,84.33,60.14,104.09,337.6,123.77,290.7,276.04,207.09,271.81,54.21,42.39,247.76,224.35,79.78,10.57,79.52,132.59,387.83,226.3,102.6,76.31,244.2,221.58,47.05,95.83,140.16,1423.18,30.44,259.57,20.64,112.88,74.34
2024-08-29,228.99,410.72,161.2,172.12,516.85,206.28,117.56,218.38,584.73,272.89,161.63,362.83,166.97,478.7,167.86,39.44,115.07,70.5,935.11,155.53,114.76,75.86,190.07,883.33,610.32,89.41,569.63,49.34,255.91,692.48,20.13,111.13,38.49,282.85,266.04,206.41,145.49,82.05,27.3,123.67,166.84,118.81,322.9,172.26,243.37,347.43,100.32,3867.46,172.72,144.33,506.25,45.0,880.42,487.17,356.42,181.3,257.7,149.32,77.51,377.71,291.76,69.24,49.11,138.27,269.15,64.29,50.43,493.35,84.38,60.43,104.11,341.49,122.24,298.11,279.28,207.65,272.11,54.18,42.37,248.23,228.02,79.01,10.63,80.67,134.09,390.42,230.33,102.78,76.58,246.04,223.49,47.0,97.01,139.54,1431.23,30.82,264.12,20.73,114.69,74.93
2024-08-30,228.2,414.71,162.79,178.5,519.93,214.11,119.34,220.92,583.37,274.93,163.23,364.26,168.45,481.22,168.63,40.01,114.88,70.91,954.83,161.36,115.73,76.66,191.17,889.05,613.7,89.98,574.41,49.49,251.82,701.35,22.04,111.63,38.6,283.64,268.32,209.59,148.56,82.11,27.58,125.2,172.56,119.53,325.65,173.74,245.08,351.84,101.3,3885.77,173.7549,144.85,511.42,45.68,887.24,492.63,357.16,181.89,256.52,149.52,77.08,381.58,294.24,70.3,49.42,140.12,271.66,64.46,50.81,495.89,84.97,61.17,104.79,341.74,124.67,303.89,281.46,209.79,273.83,54.62,42.9,251.3,231.92,81.36,10.71,81.79,137.84,393.2,233.64,104.06,77.2,248.74,225.21,47.13,97.52,140.94,1439.08,30.53,269.58,20.87,114.64,75.84
2024-09-03,221.99,407.06,156.79,176.25,510.41,210.6,107.97,216.5,591.76,277.08,164.51,360.54,171.38,480.01,173.18,39.96,112.48,71.44,951.36,151.42,113.9,76.6,192.51,875.3,605.08,88.74,571.04,49.02,247.0,675.32,20.1,113.0,38.53,282.18,263.26,197.35,136.94,80.5,26.9,124.17,160.69,121.87,322.41,161.02,242.08,336.17,97.06,3790.89,163.3965,141.63,508.99,44.87,872.11,483.44,360.79,181.97,252.21,147.75,77.76,381.53,289.03,70.73,48.06,138.35,271.31,64.15,51.1,475.7,87.44,60.02,106.05,344.31,125.21,286.86,283.95,207.18,270.23,55.43,42.66,246.09,216.84,75.88,10.51,81.14,132.62,393.44,229.69,100.73,76.21,245.4,225.01,48.3,98.78,143.56,1398.06,29.31,259.12,20.86,115.18,74.84
2024-09-04,220.08,406.52,155.88,173.33,511.38,219.41,106.18,215.55,597.19,279.02,164.71,360.47,172.74,481.03,174.14,39.76,111.1,71.0,941.19,152.74,113.14,76.67,191.85,886.7,610.54,88.86,575.25,48.66,246.62,679.68,19.43,112.75,37.72,284.66,263.52,199.48,140.87,80.2,26.99,125.56,162.75,122.75,322.54,163.22,242.07,332.72,97.92,3776.41,165.5358,139.09,511.49,44.55,872.17,481.73,363.32,185.7,249.67,148.41,77.2,387.73,288.4,73.69,48.1,139.59,270.98,63.27,51.7,478.57,87.66,59.53,107.02,346.55,125.11,285.91,288.15,207.1,269.72,56.18,42.09,245.05,219.91,75.75,10.48,81.96,129.96,391.92,228.43,99.59,76.76,240.43,228.52,48.38,99.61,144.54,1387.64,29.06,254.35,20.72,115.0,75.49
2024-09-05,221.6,406.01,156.67,177.89,515.49,230.17,107.18,213.88,588.6,277.16,162.38,357.68,172.31,475.27,174.9,39.41,110.24,69.64,907.81,151.45,115.87,76.4,187.81,882.68,605.53,88.26,567.93,48.11,245.07,683.62,19.4,111.47,38.82,284.6,263.74,197.08,139.44,80.01,27.1,124.08,161.97,121.36,316.41,162.15,240.75,329.57,97.35,3759.19,163.0382,137.98,515.17,44.05,862.48,476.69,351.91,184.96,249.77,147.84,76.85,379.56,280.99,73.49,47.8,141.43,266.01,63.06,51.29,468.57,88.03,59.21,106.78,346.79,124.27,282.89,284.58,206.19,268.62,56.03,41.63,244.87,217.19,74.91,10.31,81.37,126.62,395.35,228.03,98.71,76.2,238.79,228.94,48.22,100.26,144.25,1386.51,28.71,254.61,20.78,114.09,72.68
2024-09-06,220.05,399.36,150.37,171.39,498.95,210.73,102.8,208.79,589.98,277.91,161.78,355.91,172.43,474.04,174.3,38.3,109.72,69.61,897.83,135.78,115.13,76.08,188.33,873.41,609.97,87.55,563.41,47.49,242.93,665.77,18.89,112.21,38.64,286.13,265.23,193.07,134.35,79.82,27.15,124.21,156.52,121.97,312.7,157.62,240.45,325.42,94.44,3717.56,160.4312,135.66,508.83,43.03,852.92,471.82,350.29,187.58,242.05,147.24,76.8,377.45,278.75,73.73,46.91,140.64,265.41,62.28,50.74,468.0,86.95,57.71,106.12,346.03,124.09,282.15,284.75,202.56,263.87,55.8,40.58,243.23,211.82,72.72,10.13,81.6,125.88,385.64,226.58,96.95,75.29,239.32,231.52,48.65,99.24,144.32,1374.68,28.24,253.38,20.44,113.51,70.78
2024-09-09,220.14,403.36,148.37,175.4,503.45,216.27,106.44,213.07,587.23,284.12,163.97,361.31,172.89,484.96,175.14,39.01,112.03,70.3,903.36,139.56,112.76,76.77,191.28,893.15,619.04,87.95,569.88,47.69,244.71,675.42,19.07,114.75,38.74,287.89,272.09,196.71,138.15,78.69,27.96,125.52,159.08,123.56,317.93,162.91,241.36,330.04,96.0,3788.84,164.5308,137.36,514.0,43.77,868.87,479.39,354.37,190.06,248.85,146.57,77.24,383.06,280.38,74.12,47.17,138.74,271.34,62.39,51.15,471.11,87.84,58.15,105.39,348.48,127.04,286.52,289.4,206.25,268.89,56.06,41.1,247.34,216.7,72.76,10.2,82.65,125.71,382.63,227.57,98.32,75.57,242.41,238.08,50.74,100.81,144.59,1384.77,28.33,256.91,20.44,115.91,71.68
2024-09-10,219.34,411.79,148.32,179.55,503.45,226.17,108.07,202.01,592.1,283.85,164.73,366.6,174.59,485.88,174.76,38.82,107.95,70.01,896.37,146.88,112.68,78.23,194.13,890.96,622.82,88.01,574.48,47.77,245.11,673.62,18.98,115.42,38.18,287.87,273.71,195.37,142.84,77.3,28.27,126.44,159.98,122.88,320.87,160.07,243.98,330.16,94.47,3820.65,166.1527,135.33,518.11,43.55,874.7,484.24,354.86,189.69,243.4,144.06,79.46,383.13,280.92,73.55,44.61,154.6,274.96,62.44,51.11,470.78,88.16,56.59,105.12,349.04,129.14,285.45,288.24,206.04,270.27,56.39,40.45,248.84,216.85,72.49,9.88,83.06,124.64,384.1,224.66,97.85,75.99,243.22,236.89,50.33,100.39,143.68,1394.09,27.96,259.63,20.44,115.84,71.18
2024-09-11,221.88,420.58,150.81,184.52,510.48,228.13,116.88,203.66,582.93,282.48,162.21,366.23,170.79,486.04,172.77,38.54,106.88,69.55,915.91,156.85,112.07,78.26,189.49,897.04,617.09,87.93,580.38,48.09,248.5,681.47,19.64,114.91,37.73,286.84,270.98,197.92,149.86,77.61,28.19,125.15,164.8,121.44,321.89,161.33,243.98,330.99,94.87,3813.33,165.5258,134.99,513.98,43.28,868.06,490.93,354.54,188.33,252.09,143.36,78.97,384.4,281.92,72.79,44.46,155.88,273.21,62.78,50.25,474.74,87.3,55.96,104.42,342.82,127.47,294.2,281.62,205.44,272.71,55.92,40.19,247.57,223.15,75.99,10.0,82.94,122.8,386.31,226.31,98.65,75.74,242.68,229.4,49.65,100.22,140.68,1388.52,27.62,254.54,20.15,113.08,71.03
2024-09-12,221.99,424.51,154.34,187.0,524.21,229.81,119.12,203.04,581.61,283.88,162.03,370.12,170.35,489.96,174.21,38.32,108.35,69.7,929.96,163.09,112.6,79.08,188.94,911.62,612.8,88.91,586.55,48.58,252.29,686.8,19.36,115.14,38.34,288.93,271.49,191.63,150.77,77.61,27.72,125.07,163.24,120.85,321.97,162.77,248.58,335.51,94.49,3856.4,168.8593,136.29,518.17,42.41,875.98,494.01,358.89,189.05,253.05,144.48,81.13,382.83,283.05,72.82,45.9,160.05,274.11,61.13,49.75,478.65,87.03,55.99,104.63,346.26,127.08,300.38,285.8,205.65,274.98,55.87,40.17,248.83,219.64,74.1,10.16,83.83,123.5,389.31,229.67,100.19,75.75,243.84,232.18,49.91,100.16,139.87,1373.4,27.67,255.68,20.26,114.18,72.03
2024-09-13,221.72,428.08,157.1,186.49,523.23,230.29,119.08,200.8,587.45,285.85,162.9,375.62,170.95,491.2,174.32,38.2,108.27,70.35,918.71,166.19,113.2,80.01,189.12,912.59,610.2,90.15,536.87,48.76,253.48,697.06,19.66,114.72,38.58,293.06,273.25,195.5,152.31,78.21,27.82,123.92,165.96,121.79,324.3,156.77,251.9,341.17,96.06,3918.06,177.3967,137.66,517.61,43.16,876.58,489.86,361.42,189.42,256.87,147.32,81.55,390.43,283.42,73.68,46.08,160.69,274.62,61.51,50.05,485.37,87.96,56.32,104.03,345.85,126.78,302.77,287.01,206.59,279.01,56.83,40.37,248.68,223.5,76.27,10.23,83.31,124.47,392.3,230.7,100.74,76.65,247.33,235.87,50.83,101.3,140.99,1383.06,27.53,260.55,20.45,114.37,71.96
2024-09-16,215.56,428.83,157.7,184.89,532.38,226.78,116.76,204.27,584.39,288.96,164.35,377.61,174.05,495.53,174.17,38.64,109.79,71.03,918.54,162.55,116.02,79.97,190.6,904.49,613.18,91.44,521.5,49.97,255.81,696.5,20.91,115.93,38.39,293.22,275.02,194.07,152.08,78.99,28.58,125.55,164.85,122.13,327.04,155.55,253.11,343.79,97.86,3964.3,180.5411,139.11,525.51,43.22,885.93,491.39,363.53,192.56,258.94,148.76,81.89,390.41,289.61,73.94,46.65,168.92,275.69,63.06,49.82,489.43,88.4,57.02,103.73,348.67,127.03,303.52,289.44,206.86,283.67,57.19,40.65,251.32,221.38,75.16,10.34,83.51,125.09,401.67,231.42,101.1,77.3,250.65,240.27,50.75,102.06,141.66,1393.25,28.06,259.72,20.77,115.63,72.25
2024-09-17,216.03,432.62,158.95,186.88,535.41,227.87,115.57,205.64,573.3,290.04,164.42,378.83,172.72,498.8,173.84,39.08,111.22,70.74,901.28,161.02,116.35,78.02,188.38,893.93,609.52,92.45,515.03,49.56,254.1,706.91,21.47,116.42,38.32,290.32,271.47,196.92,150.82,79.83,28.36,127.24,166.92,119.47,324.64,156.39,253.19,349.45,97.62,4027.49,179.4366,140.4,520.53,43.21,895.18,483.32,353.01,194.0,263.21,147.9,81.78,393.59,294.27,73.52,47.29,166.09,276.5,63.21,48.66,481.26,88.17,57.9,102.88,347.19,126.63,308.65,288.91,201.69,285.89,57.02,40.41,249.16,223.43,76.14,10.43,82.52,126.04,395.76,234.56,102.59,75.66,250.25,239.55,51.07,101.34,139.17,1383.47,28.94,260.83,20.86,116.06,72.84
2024-09-18,219.92,428.3,159.44,186.43,537.04,227.2,113.35,203.95,575.97,286.97,163.52,379.59,170.79,492.59,172.21,39.15,111.61,70.69,900.07,160.22,116.69,78.45,187.89,889.19,609.15,93.17,508.13,49.52,251.75,690.47,20.77,113.22,38.84,288.62,270.9,196.26,148.29,80.08,28.28,127.24,166.53,117.27,324.76,155.11,253.1,350.87,97.09,4013.41,182.6406,140.94,517.68,43.7,913.18,482.09,352.17,194.77,260.02,149.5,82.61,396.75,295.09,73.47,48.43,163.17,273.03,62.93,48.79,474.16,87.54,58.5,101.52,347.3,124.81,311.54,287.32,200.46,282.13,56.1,40.54,247.24,220.74,75.13,10.51,82.57,128.01,398.14,237.67,102.37,74.8,248.53,237.78,52.35,100.38,138.66,1402.69,28.74,260.37,20.91,115.7,72.55
2024-09-19,228.07,436.14,161.77,189.87,558.15,243.92,117.85,206.85,572.42,283.75,162.21,385.85,168.45,490.85,171.67,40.39,112.99,69.57,910.09,166.47,115.3,77.47,188.55,897.38,619.27,93.04,526.44,50.37,265.27,704.32,21.14,112.5,39.28,290.42,275.42,203.0,156.74,80.16,28.19,128.68,172.09,116.09,327.72,154.59,257.41,368.84,98.49,4002.66,185.2377,141.95,522.36,44.94,925.21,490.01,354.03,191.56,266.54,152.31,82.62,405.32,297.29,73.21,48.39,166.21,274.79,64.12,48.4,477.9,87.39,61.54,100.37,344.98,126.27,325.67,288.71,203.2,282.54,56.17,41.42,249.91,231.46,78.43,10.45,83.71,130.21,401.76,243.37,104.57,74.65,253.43,235.63,51.83,98.94,137.63,1443.03,29.16,265.81,20.89,114.94,73.13
2024-09-20,227.4,432.74,163.21,191.6,560.4,238.25,115.98,207.45,570.37,283.28,161.56,385.37,171.09,490.58,168.25,39.8,112.28,70.58,916.5,170.13,115.24,78.48,188.4,903.6,612.72,93.34,522.3,50.89,266.08,701.03,21.84,112.06,39.13,293.36,271.63,198.79,155.95,85.65,27.97,125.24,167.14,117.1,329.11,153.29,256.56,364.4,100.19,4048.99,186.5014,142.63,521.81,44.5,919.2,486.2,352.92,190.96,266.77,150.62,82.66,401.52,252.01,72.72,48.65,166.61,273.53,64.74,48.55,464.92,88.22,60.68,101.4,345.03,123.29,327.33,288.79,202.66,282.79,56.61,40.83,250.13,224.85,76.85,10.41,83.92,127.68,402.89,243.3,103.83,75.09,249.86,236.57,51.18,99.34,138.27,1406.11,29.11,259.24,21.08,115.32,73.0
2024-09-23,225.68,430.99,161.48,193.88,563.45,250.0,116.24,207.79,568.79,287.12,160.63,387.45,170.64,494.96,169.16,39.4,114.32,70.67,913.55,171.96,113.73,79.74,188.75,913.66,609.38,92.56,527.87,51.1,263.49,705.37,22.56,113.15,39.73,295.57,272.15,199.33,156.75,85.33,27.86,125.38,164.21,117.4,327.39,156.3,258.68,366.72,100.19,4081.94,187.7353,144.45,519.23,44.35,927.92,489.07,351.73,191.9,265.1,151.14,82.71,404.54,256.12,73.0,47.81,164.58,274.69,64.29,49.16,460.0,89.02,61.11,101.65,346.52,124.43,326.53,290.23,205.64,286.79,56.54,40.71,253.53,224.08,77.93,10.44,84.0,128.8,403.93,240.59,103.72,75.56,252.15,237.38,52.33,99.71,138.72,1405.9,29.58,258.71,21.46,115.97,73.54
2024-09-24,226.57,426.67,161.92,193.96,562.38,254.27,120.85,207.94,570.55,271.35,160.2,396.05,170.12,485.28,167.01,38.99,114.02,70.27,919.43,173.85,113.07,80.08,188.44,898.18,610.91,93.28,524.07,51.43,269.71,722.26,22.81,111.7,40.33,296.76,273.2,200.4,158.32,86.58,28.04,126.14,165.19,117.51,322.81,155.81,262.38,381.31,100.3,4162.12,188.7204,144.36,516.27,44.14,931.51,484.4,349.97,192.0,264.02,152.01,82.51,406.46,264.37,72.6,47.84,164.43,273.76,63.94,49.33,462.99,88.25,59.93,102.12,345.43,124.48,324.15,287.89,206.06,290.27,55.72,40.5,252.94,225.39,78.63,10.4,83.51,127.19,400.05,246.27,105.0,75.48,253.98,236.02,52.45,98.62,138.57,1442.66,29.6,259.62,21.5,115.47,72.67
2024-09-25,225.58,429.6,161.12,192.53,567.35,257.02,123.49,206.56,571.66,268.22,158.06,392.36,169.16,487.31,166.5,38.79,111.8,70.39,919.56,174.52,112.84,80.8,186.25,905.03,598.83,93.51,517.9,51.55,273.35,721.56,23.54,110.98,39.59,296.96,266.9,200.51,162.02,87.11,27.5,128.08,166.5,117.98,305.19,152.22,261.32,373.72,100.06,4160.27,188.392,140.95,512.99,43.28,927.12,484.39,345.7,189.86,263.98,150.93,80.96,402.55,261.05,72.5,45.51,164.91,272.38,63.41,49.18,461.76,87.87,58.97,102.08,344.93,123.21,325.3,288.46,206.23,290.39,55.91,40.26,253.5,224.71,79.89,9.97,83.5,127.56,403.34,244.4,103.08,74.98,253.53,234.38,51.67,98.37,138.71,1420.36,28.51,255.72,21.37,115.63,72.27
2024-09-26,226.72,428.8,162.36,191.16,566.88,254.22,124.02,206.16,570.18,270.27,158.83,392.13,170.09,489.12,166.78,39.05,109.88,70.34,904.4,177.08,111.23,79.33,186.87,898.08,618.35,94.78,515.38,51.75,275.01,711.43,23.92,111.1,40.01,300.1,275.92,204.62,167.49,88.49,27.54,129.85,170.84,118.48,311.28,154.58,261.95,386.28,102.27,4253.16,183.9475,139.01,509.89,43.81,935.26,486.33,341.87,193.17,265.94,151.82,81.77,407.04,263.58,72.76,45.59,166.71,271.57,63.21,49.23,463.15,87.48,60.27,101.4,345.14,123.05,329.73,287.97,203.9,294.07,55.82,40.84,254.43,230.48,84.24,10.22,83.08,128.38,402.1,249.59,107.52,76.64,257.4,234.11,52.01,97.97,139.68,1491.02,27.47,268.72,20.98,115.52,72.37
2024-09-27,226.99,425.53,163.57,187.97,566.4,260.46,121.38,206.87,577.16,273.73,158.84,394.93,170.43,491.48,167.09,38.94,112.82,70.73,873.04,171.71,111.82,79.19,189.69,882.32,613.44,95.59,515.48,51.92,275.89,707.35,23.91,110.81,40.62,300.14,274.7,204.5,164.35,88.54,27.65,130.76,168.34,118.25,314.76,156.32,263.46,386.4,101.79,4232.4,184.7348,142.44,510.9,43.99,935.45,479.18,344.55,193.11,268.83,151.04,82.34,413.5,264.79,72.64,46.26,167.35,270.03,63.78,49.19,462.88,88.61,60.42,101.99,345.67,123.41,325.2,287.7,204.06,294.95,55.85,41.02,253.27,230.07,82.21,10.32,83.35,128.74,401.52,251.91,107.84,76.33,259.34,234.17,52.46,99.04,140.03,1478.92,28.3,268.17,21.08,115.78,72.59
2024-09-30,232.18,427.8,165.47,186.33,571.47,261.63,121.42,207.22,579.97,273.51,159.49,400.54,170.09,491.64,167.14,39.21,114.18,70.8,881.15,171.52,111.69,80.16,192.31,883.22,617.59,95.77,517.78,52.11,272.97,709.27,23.46,112.36,40.74,300.95,277.27,201.99,164.08,87.51,27.51,132.78,168.26,119.02,314.31,152.04,267.12,386.44,101.92,4196.55,187.9236,144.18,514.79,44.72,939.7,491.27,343.31,193.68,268.97,151.7,82.56,414.29,270.85,72.58,44.63,168.99,273.84,64.17,49.18,465.08,88.69,61.13,102.14,344.0,124.08,328.16,286.53,206.14,292.38,56.47,41.27,254.0,228.21,81.11,10.11,83.8,129.13,404.66,247.49,107.99,76.62,258.94,232.19,52.17,99.78,139.78,1499.7,28.69,266.04,21.37,116.6,72.48
2024-10-01,225.42,418.24,166.61,185.13,575.49,258.02,116.98,203.47,578.6,276.15,159.42,404.34,169.93,494.21,168.44,38.76,116.82,70.65,879.7,166.52,112.85,80.67,191.8,874.11,611.97,93.64,502.8,51.64,270.14,706.13,22.69,111.92,40.68,299.44,273.82,197.13,159.75,88.23,27.25,129.79,164.03,118.22,312.47,154.22,268.89,387.69,102.1,4085.83,185.6516,146.56,510.4,43.48,924.37,484.76,344.94,192.73,266.39,148.14,82.66,413.41,266.78,71.91,44.67,165.78,277.16,63.28,49.07,469.76,89.38,60.36,100.68,346.5,122.44,324.34,290.24,206.47,287.89,56.91,40.25,252.23,221.76,79.25,10.29,84.14,130.64,403.68,244.98,107.88,75.53,258.23,233.19,51.59,99.41,139.9,1477.64,29.56,262.87,21.86,116.95,71.97
2024-10-02,225.99,414.7,165.48,184.76,571.84,249.02,118.83,203.71,587.54,275.55,158.62,406.53,168.83,493.4,166.65,38.77,118.37,69.96,886.25,169.69,110.24,79.84,191.67,875.26,611.75,93.73,505.81,51.92,278.72,711.09,22.39,112.0,40.59,300.21,273.17,198.92,159.78,82.26,27.2,129.54,166.55,117.25,311.9,152.89,268.12,389.33,102.19,4109.77,185.7911,147.79,512.89,43.27,945.01,486.62,337.63,190.78,268.69,146.38,83.45,413.46,264.17,71.21,44.61,166.33,280.59,62.72,48.75,462.14,90.08,60.58,100.42,346.72,122.02,324.75,289.45,205.86,286.48,57.03,40.3,252.65,225.79,80.92,10.03,84.49,132.1,402.09,247.71,109.07,76.2,258.76,233.13,50.94,99.01,139.26,1498.12,29.5,263.88,22.2,116.57,71.71
2024-10-03,224.88,414.12,165.48,181.96,581.78,240.66,122.83,201.69,587.97,275.41,157.96,406.84,167.06,492.8,165.64,38.79,119.4,69.48,880.76,170.91,108.37,79.84,190.33,872.41,599.97,93.22,503.8,51.73,280.15,706.8,22.26,110.61,40.11,299.9,269.79,197.2,162.85,81.27,26.94,127.31,167.14,116.06,309.7,150.52,266.49,386.41,102.24,4088.95,183.25,148.08,512.78,43.01,941.66,479.63,337.48,189.33,266.38,145.61,82.89,405.76,259.37,70.11,44.76,165.48,281.65,62.77,48.16,453.55,89.2,59.87,98.36,345.5,119.92,323.73,286.68,207.62,282.11,56.75,40.03,249.47,224.63,80.61,10.0,83.82,136.48,390.75,248.36,108.25,75.97,256.89,231.38,50.31,98.58,137.58,1463.4,30.35,262.58,22.59,115.66,71.6
2024-10-04,226.01,413.64,166.68,186.51,594.93,250.08,124.9,208.85,586.43,276.48,157.75,403.66,165.84,495.52,165.09,39.64,121.6,69.13,882.36,175.64,107.97,80.35,189.2,879.82,597.66,94.73,507.22,52.05,286.97,719.7,22.59,111.01,40.48,300.21,269.3,198.21,170.9,81.42,27.17,127.82,167.12,116.76,311.83,155.0,264.08,392.33,105.48,4172.22,186.4289,147.58,510.35,43.71,939.38,481.95,338.61,188.37,274.41,148.8,83.3,405.02,258.15,70.45,45.46,169.45,282.19,64.11,48.27,455.31,88.82,61.17,97.45,346.07,120.29,329.76,288.72,206.63,282.04,56.9,40.9,249.72,226.28,81.05,10.12,84.54,136.18,392.35,253.47,110.03,76.58,255.33,234.27,50.95,97.52,138.41,1452.82,30.71,264.6,22.85,117.08,75.27
